# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":2.0,"stop_ghz":18.0,"points":51,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-55.0,-10.0],"do_not_modify_vna":false},"created_local":"2026-04-15 14:00:05","created_utc":"2026-04-15T18:00:05.228117Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB),Phase (deg)
89.0,90.0,14.8,-70.39,129.1506537238176
89.0,90.0,15.12,-71.55,153.15262066263378
89.0,90.0,15.44,-72.72,159.3741924637798
89.0,90.0,15.76,-71.07,-158.91699373294745
89.0,90.0,16.08,-81.15,-77.47524004062814
89.0,90.0,16.4,-68.72,28.397604373471403
89.0,90.0,16.72,-71.0,22.345065123856486
89.0,90.0,17.04,-74.28,172.793417718978
89.0,90.0,17.36,-87.74,174.70215791465438
89.0,90.0,17.68,-71.16,116.18175065616155
89.0,90.0,18.0,-76.5,-139.11212968733227
90.0,90.0,2.0,-36.2,64.79566264047384
90.0,90.0,2.32,-41.37,61.121706374039164
90.0,90.0,2.64,-42.07,-167.4022169598585
90.0,90.0,2.96,-38.62,-94.94480455614371
90.0,90.0,3.28,-48.01,26.655379088214524
90.0,90.0,3.6,-43.66,74.30209975601447
90.0,90.0,3.92,-47.49,117.43525729169576
90.0,90.0,4.24,-49.37,-66.67103098215344
90.0,90.0,4.56,-44.4,-38.18097352977052
90.0,90.0,4.88,-51.02,114.6888451494609
90.0,90.0,5.2,-52.69,177.43718956547357
90.0,90.0,5.52,-51.94,-59.22363170297228
90.0,90.0,5.84,-65.28,11.306418006063234
90.0,90.0,6.16,-54.11,117.45018672187813
90.0,90.0,6.48,-52.81,149.82233500817742
90.0,90.0,6.8,-65.31,-144.2796825764043
90.0,90.0,7.12,-60.26,-76.54163079826147
90.0,90.0,7.44,-55.65,50.54052956248971
90.0,90.0,7.76,-55.59,139.52011485798977
90.0,90.0,8.08,-70.86,107.90222803264686
90.0,90.0,8.4,-57.43,-30.99307207776601
90.0,90.0,8.72,-59.87,15.18820120529465
90.0,90.0,9.04,-75.69,-141.1295869582116
90.0,90.0,9.36,-71.13,-105.96202019155413
90.0,90.0,9.68,-62.06,-81.66730441094312
90.0,90.0,10.0,-63.21,32.24388251625429
90.0,90.0,10.32,-65.02,148.9441037319791
90.0,90.0,10.64,-64.63,154.40602503611026
90.0,90.0,10.96,-69.13,-110.24946987519607
90.0,90.0,11.28,-64.67,-23.57063621362312
90.0,90.0,11.6,-63.47,54.04947231196884
90.0,90.0,11.92,-62.27,114.08321970774703
90.0,90.0,12.24,-65.61,165.3293424069116
90.0,90.0,12.56,-73.9,-43.447315394794174
90.0,90.0,12.88,-71.59,-11.099208584146904
90.0,90.0,13.2,-78.6,74.23986106858138
90.0,90.0,13.52,-72.8,165.14249333187033
90.0,90.0,13.84,-71.74,-158.76185997629466
90.0,90.0,14.16,-70.0,-82.65529825518726
90.0,90.0,14.48,-75.99,118.7140502305428
90.0,90.0,14.8,-78.85,-65.18210451716276
90.0,90.0,15.12,-77.71,38.02797267161876
90.0,90.0,15.44,-65.97,151.97488956620174
90.0,90.0,15.76,-68.44,176.80495542002944
90.0,90.0,16.08,-71.63,-61.34300176335769
90.0,90.0,16.4,-71.9,-18.17084349470914
90.0,90.0,16.72,-66.85,70.64675462249716
90.0,90.0,17.04,-71.02,-168.34334056651994
90.0,90.0,17.36,-70.94,18.38292718381615
90.0,90.0,17.68,-78.37,83.02135685136969
90.0,90.0,18.0,-96.17,99.57024560449771
91.0,90.0,2.0,-37.06,57.49628289225079
91.0,90.0,2.32,-41.38,49.31039323373275
91.0,90.0,2.64,-42.96,-166.94356711513828
91.0,90.0,2.96,-39.99,-105.24776718308804
91.0,90.0,3.28,-50.42,32.00143693112563
91.0,90.0,3.6,-45.0,70.65791361170619
91.0,90.0,3.92,-45.86,114.68759688493168
91.0,90.0,4.24,-49.76,-79.5019687689463
91.0,90.0,4.56,-44.18,-41.675503701894534
91.0,90.0,4.88,-51.3,98.05455396235159
91.0,90.0,5.2,-54.74,167.3861925515323
91.0,90.0,5.52,-52.12,-46.70073317407077
91.0,90.0,5.84,-64.39,-55.78270428242803
91.0,90.0,6.16,-56.43,108.21743732908224
91.0,90.0,6.48,-55.95,146.03239331765508
91.0,90.0,6.8,-62.23,-177.74377782174037
91.0,90.0,7.12,-59.36,-92.96924176924391
91.0,90.0,7.44,-56.7,43.963751647191685
91.0,90.0,7.76,-56.79,134.49330827449668
91.0,90.0,8.08,-60.85,146.41915098831257
91.0,90.0,8.4,-60.08,-38.687108664677574
91.0,90.0,8.72,-61.29,16.87534650988012
91.0,90.0,9.04,-63.64,30.419546231456994
91.0,90.0,9.36,-82.84,140.0084619058651
91.0,90.0,9.68,-58.16,-82.6521491432393
91.0,90.0,10.0,-61.75,18.7707886642688
91.0,90.0,10.32,-71.73,127.9628967298115
91.0,90.0,10.64,-65.02,124.47833959275714
91.0,90.0,10.96,-64.39,-149.671330766969
91.0,90.0,11.28,-72.24,-47.71895393792053
91.0,90.0,11.6,-68.3,-7.73130194000245
91.0,90.0,11.92,-71.31,108.63474577062053
91.0,90.0,12.24,-67.57,138.64162789473679
91.0,90.0,12.56,-78.27,53.48012321248707
91.0,90.0,12.88,-70.09,46.3541841951974
91.0,90.0,13.2,-75.27,37.69423142261527
91.0,90.0,13.52,-81.52,99.66654109638002
91.0,90.0,13.84,-70.57,115.31693832236647
91.0,90.0,14.16,-72.39,-55.052744852382766
91.0,90.0,14.48,-77.0,106.68864966547355
91.0,90.0,14.8,-80.9,-114.51054583999799
91.0,90.0,15.12,-72.79,32.911873753116325
91.0,90.0,15.44,-71.46,135.17587516843392
91.0,90.0,15.76,-77.67,141.87507376266686
91.0,90.0,16.08,-73.15,-126.43012320064321
91.0,90.0,16.4,-71.15,-179.81408368806814
91.0,90.0,16.72,-73.2,137.3247237077615
91.0,90.0,17.04,-78.2,166.0108123502308
91.0,90.0,17.36,-79.8,62.529537597789954
91.0,90.0,17.68,-75.91,114.20014422265398
91.0,90.0,18.0,-72.17,125.11878922403314
92.0,90.0,2.0,-37.84,48.73752087998485
92.0,90.0,2.32,-40.97,43.32660110584646
92.0,90.0,2.64,-43.69,-169.89869491444276
92.0,90.0,2.96,-41.47,-119.80699816878241
92.0,90.0,3.28,-54.79,55.235922081050745
92.0,90.0,3.6,-46.68,68.92289033997427
92.0,90.0,3.92,-45.65,116.1782657282635
92.0,90.0,4.24,-48.73,-88.53542780104692
92.0,90.0,4.56,-44.64,-49.57057402427752
92.0,90.0,4.88,-51.03,83.87231180574078
92.0,90.0,5.2,-56.84,129.9735211909065
92.0,90.0,5.52,-53.13,-32.05324008176764
92.0,90.0,5.84,-61.19,-72.14195043643548
92.0,90.0,6.16,-59.98,78.03122659429161
92.0,90.0,6.48,-58.76,137.52805664083206
92.0,90.0,6.8,-60.48,165.25795438414306
92.0,90.0,7.12,-58.62,-109.82142080986353
92.0,90.0,7.44,-61.31,26.018005495734595
92.0,90.0,7.76,-59.06,122.41973671229545
92.0,90.0,8.08,-58.94,148.45149193559462
92.0,90.0,8.4,-66.44,-69.8298300992472
92.0,90.0,8.72,-64.01,-10.229359501836493
92.0,90.0,9.04,-59.52,43.12134510113958
92.0,90.0,9.36,-63.05,130.70372144962158
92.0,90.0,9.68,-58.48,-65.19337256938995
92.0,90.0,10.0,-67.09,17.774590568470636
92.0,90.0,10.32,-71.87,-9.770976783485791
92.0,90.0,10.64,-69.02,109.87700920524921
92.0,90.0,10.96,-66.09,-162.20121478156744
92.0,90.0,11.28,-68.31,-144.29563732873893
92.0,90.0,11.6,-84.19,-10.486608640099183
92.0,90.0,11.92,-70.62,40.358204724922494
92.0,90.0,12.24,-66.42,134.17581407724535
92.0,90.0,12.56,-72.68,110.97919760536492
92.0,90.0,12.88,-83.47,-84.79800487496395
92.0,90.0,13.2,-78.23,-26.511771388270223
92.0,90.0,13.52,-85.98,89.72797956157864
92.0,90.0,13.84,-71.23,97.55931152679389
92.0,90.0,14.16,-71.73,123.84442887560903
92.0,90.0,14.48,-74.39,40.74487647382484
92.0,90.0,14.8,-72.06,-16.746368693609273
92.0,90.0,15.12,-73.48,-72.72774114881769
92.0,90.0,15.44,-78.9,124.42012991536929
92.0,90.0,15.76,-72.02,122.19561602565288
92.0,90.0,16.08,-78.09,62.48584777487165
92.0,90.0,16.4,-73.06,106.24289097333845
92.0,90.0,16.72,-72.05,-133.52483461950453
92.0,90.0,17.04,-72.88,-137.4419348340201
92.0,90.0,17.36,-72.83,47.78187541249764
92.0,90.0,17.68,-73.2,172.7110866306459
92.0,90.0,18.0,-81.37,-84.4258762545345
93.0,90.0,2.0,-38.6,39.10030167756195
93.0,90.0,2.32,-40.63,33.44439262875867
93.0,90.0,2.64,-45.13,-174.70180624963191
93.0,90.0,2.96,-42.68,-136.9550375500192
93.0,90.0,3.28,-56.0,101.39658728787184
93.0,90.0,3.6,-48.53,62.71952163112303
93.0,90.0,3.92,-45.61,116.99774287363715
93.0,90.0,4.24,-48.86,-96.7521770009355
93.0,90.0,4.56,-45.54,-51.08892159644036
93.0,90.0,4.88,-51.19,73.1684436789088
93.0,90.0,5.2,-57.73,108.18021089814489
93.0,90.0,5.52,-52.88,-12.121791371939022
93.0,90.0,5.84,-57.05,-79.42789555586404
93.0,90.0,6.16,-63.06,36.53263869127498
93.0,90.0,6.48,-69.29,177.6887804241974
93.0,90.0,6.8,-58.81,163.20564972053387
93.0,90.0,7.12,-57.73,-105.30117264763338
93.0,90.0,7.44,-64.76,42.305422708132326
93.0,90.0,7.76,-62.32,103.75681747606849
93.0,90.0,8.08,-58.52,140.61671933793096
93.0,90.0,8.4,-65.71,-137.85261352557475
93.0,90.0,8.72,-69.97,-80.16680824693725
93.0,90.0,9.04,-58.81,53.42502345512399
93.0,90.0,9.36,-60.52,140.6587521453088
93.0,90.0,9.68,-63.66,-42.46391884540318
93.0,90.0,10.0,-73.95,-4.747204840069732
93.0,90.0,10.32,-72.04,-68.19652916321694
93.0,90.0,10.64,-78.36,72.49387397685717
93.0,90.0,10.96,-67.62,-169.26202757661358
93.0,90.0,11.28,-67.47,-163.9410379118235
93.0,90.0,11.6,-68.64,-65.75189848657007
93.0,90.0,11.92,-69.42,-1.6878841296495941
93.0,90.0,12.24,-68.4,99.19208947572493
93.0,90.0,12.56,-68.37,121.2037590760455
93.0,90.0,12.88,-66.16,-133.33020028122007
93.0,90.0,13.2,-76.04,-91.9652213434465
93.0,90.0,13.52,-75.33,89.61000011321218
93.0,90.0,13.84,-71.15,73.40450296154914
93.0,90.0,14.16,-70.35,97.84776033175034
93.0,90.0,14.48,-70.24,64.24368315990073
93.0,90.0,14.8,-79.98,-131.37538255625623
93.0,90.0,15.12,-77.17,-74.52727040368548
93.0,90.0,15.44,-74.51,132.38745841209925
93.0,90.0,15.76,-75.51,-26.95487531777536
93.0,90.0,16.08,-71.72,104.29595004275504
93.0,90.0,16.4,-74.66,107.07104171320859
93.0,90.0,16.72,-69.31,-174.87419995005953
93.0,90.0,17.04,-76.5,30.704612639075645
93.0,90.0,17.36,-79.96,137.12336739795447
93.0,90.0,17.68,-76.22,-68.80158632161137
93.0,90.0,18.0,-73.31,18.50053123299368
94.0,90.0,2.0,-39.41,28.203097264846807
94.0,90.0,2.32,-40.46,27.365421628191346
94.0,90.0,2.64,-46.69,-179.33355094900062
94.0,90.0,2.96,-43.35,-157.80188924749575
94.0,90.0,3.28,-53.88,133.57604772113442
94.0,90.0,3.6,-51.16,57.64195269422972
94.0,90.0,3.92,-46.31,117.14303152548872
94.0,90.0,4.24,-48.71,-100.89646343363464
94.0,90.0,4.56,-47.67,-59.46236191329993
94.0,90.0,4.88,-51.86,70.11492441104339
94.0,90.0,5.2,-58.51,89.28439092239375
94.0,90.0,5.52,-52.2,8.09917778861887
94.0,90.0,5.84,-54.48,-84.70124945895162
94.0,90.0,6.16,-60.63,23.128320696852384
94.0,90.0,6.48,-73.56,-84.53223717693076
94.0,90.0,6.8,-59.29,165.68079626848336
94.0,90.0,7.12,-59.21,-114.74880206000911
94.0,90.0,7.44,-68.22,131.6621111192811
94.0,90.0,7.76,-62.67,74.33731652983468
94.0,90.0,8.08,-60.7,140.9177960675183
94.0,90.0,8.4,-61.83,-139.08017547771365
94.0,90.0,8.72,-65.44,-105.30294469349471
94.0,90.0,9.04,-60.23,56.19307197029524
94.0,90.0,9.36,-60.38,135.88948731990277
94.0,90.0,9.68,-71.51,83.7242940792349
94.0,90.0,10.0,-74.76,9.642148255236705
94.0,90.0,10.32,-64.06,-42.862239021647795
94.0,90.0,10.64,-72.41,37.01095865119637
94.0,90.0,10.96,-73.55,173.6287511634728
94.0,90.0,11.28,-64.81,-150.38736571181713
94.0,90.0,11.6,-72.52,-128.29819339364775
94.0,90.0,11.92,-70.21,-25.43266403970915
94.0,90.0,12.24,-69.25,67.37634663025835
94.0,90.0,12.56,-68.6,126.6696787461891
94.0,90.0,12.88,-75.03,-127.0637206522667
94.0,90.0,13.2,-73.96,-137.11526836898153
94.0,90.0,13.52,-83.48,3.910990911048412
94.0,90.0,13.84,-72.8,20.963969657862393
94.0,90.0,14.16,-70.04,83.46467875234244
94.0,90.0,14.48,-70.38,103.64383894954128
94.0,90.0,14.8,-69.59,-172.17287985377965
94.0,90.0,15.12,-71.83,-94.98509974218716
94.0,90.0,15.44,-76.98,-106.9084079233069
94.0,90.0,15.76,-84.59,-30.426710703659133
94.0,90.0,16.08,-72.7,86.72473510884947
94.0,90.0,16.4,-72.01,164.20637520136654
94.0,90.0,16.72,-71.6,145.32209766548488
94.0,90.0,17.04,-88.19,107.96437414510592
94.0,90.0,17.36,-71.13,-177.93742916247655
94.0,90.0,17.68,-82.7,52.537228984581894
94.0,90.0,18.0,-71.44,76.02492773616508
95.0,90.0,2.0,-39.91,17.58529273922991
95.0,90.0,2.32,-40.47,22.553532574310204
95.0,90.0,2.64,-48.54,179.41769911581213
95.0,90.0,2.96,-43.52,-179.1831956529298
95.0,90.0,3.28,-51.35,160.87093695310529
95.0,90.0,3.6,-53.91,49.978757200974016
95.0,90.0,3.92,-47.19,121.09434580354312
95.0,90.0,4.24,-49.44,-107.69251642456689
95.0,90.0,4.56,-49.7,-72.98479450719294
95.0,90.0,4.88,-52.5,67.08879660266243
95.0,90.0,5.2,-58.82,69.64413281841198
95.0,90.0,5.52,-51.73,21.87669529269427
95.0,90.0,5.84,-52.3,-88.59318904880247
95.0,90.0,6.16,-61.24,-13.646253898880158
95.0,90.0,6.48,-63.13,-44.865786317458515
95.0,90.0,6.8,-59.64,171.46373335948098
95.0,90.0,7.12,-58.33,-131.50139386045777
95.0,90.0,7.44,-62.23,-176.05836171777204
95.0,90.0,7.76,-61.64,46.95416519255158
95.0,90.0,8.08,-60.79,135.7289529672414
95.0,90.0,8.4,-62.91,-164.6701926918303
95.0,90.0,8.72,-62.94,-111.68442078547018
95.0,90.0,9.04,-64.1,18.6258076047848
95.0,90.0,9.36,-62.25,156.17891258624977
95.0,90.0,9.68,-61.73,109.12936676241591
95.0,90.0,10.0,-72.38,-102.43093407032678
95.0,90.0,10.32,-67.65,-38.98367307423226
95.0,90.0,10.64,-77.64,0.4534802726499506
95.0,90.0,10.96,-66.83,15.477788609715143
95.0,90.0,11.28,-63.47,-168.6385769765614
95.0,90.0,11.6,-66.37,-120.31995728137915
95.0,90.0,11.92,-72.71,-109.28727344213605
95.0,90.0,12.24,-68.73,42.47643631622006
95.0,90.0,12.56,-70.86,109.74126991372219
95.0,90.0,12.88,-79.61,-172.097895864437
95.0,90.0,13.2,-83.61,133.80789517661375
95.0,90.0,13.52,-76.62,-141.22782358249452
95.0,90.0,13.84,-68.84,71.0659786970624
95.0,90.0,14.16,-70.17,108.75766459755411
95.0,90.0,14.48,-97.54,119.26542406948016
95.0,90.0,14.8,-73.86,-156.85824000114636
95.0,90.0,15.12,-76.73,-149.20653167656207
95.0,90.0,15.44,-75.36,-96.10657355822725
95.0,90.0,15.76,-71.64,-49.14737015994666
95.0,90.0,16.08,-75.91,50.55765525600348
95.0,90.0,16.4,-74.2,120.26591561391639
95.0,90.0,16.72,-82.96,95.75045237833118
95.0,90.0,17.04,-70.52,84.61896062876048
95.0,90.0,17.36,-81.0,103.15215013623023
95.0,90.0,17.68,-91.89,-116.70271385887222
95.0,90.0,18.0,-77.37,88.54013026934548
96.0,90.0,2.0,-40.07,6.020895105895745
96.0,90.0,2.32,-40.7,17.16413057778917
96.0,90.0,2.64,-51.09,170.92205651509656
96.0,90.0,2.96,-42.64,163.77627975444145
96.0,90.0,3.28,-48.69,166.0233397041463
96.0,90.0,3.6,-58.82,29.00585956906391
96.0,90.0,3.92,-48.73,128.60302590706664
96.0,90.0,4.24,-50.34,-116.03371462694304
96.0,90.0,4.56,-52.99,-91.62334578583503
96.0,90.0,4.88,-54.75,67.20884948587245
96.0,90.0,5.2,-59.01,45.85333146028533
96.0,90.0,5.52,-49.81,38.04935760637017
96.0,90.0,5.84,-51.47,-89.68100253019034
96.0,90.0,6.16,-59.42,-48.17506171764559
96.0,90.0,6.48,-60.04,-52.81694354226987
96.0,90.0,6.8,-61.24,-177.5344124423888
96.0,90.0,7.12,-60.82,-147.035252404951
96.0,90.0,7.44,-58.92,-170.01543647950737
96.0,90.0,7.76,-62.18,55.54211795041093
96.0,90.0,8.08,-63.45,155.01858220163413
96.0,90.0,8.4,-61.64,126.69384839562058
96.0,90.0,8.72,-61.6,-114.51586972098116
96.0,90.0,9.04,-67.57,-24.317646508508364
96.0,90.0,9.36,-73.06,178.1502205764076
96.0,90.0,9.68,-57.55,120.76093810229833
96.0,90.0,10.0,-98.23,-42.641680706041576
96.0,90.0,10.32,-80.21,-30.315048869386565
96.0,90.0,10.64,-68.84,29.886251007359387
96.0,90.0,10.96,-68.18,46.02225299026703
96.0,90.0,11.28,-67.16,-138.66596318701036
96.0,90.0,11.6,-72.38,-120.59869942977825
96.0,90.0,11.92,-68.72,-77.462167764907
96.0,90.0,12.24,-74.5,131.90238290009447
96.0,90.0,12.56,-77.87,86.58268846263684
96.0,90.0,12.88,-89.05,144.67750499084954
96.0,90.0,13.2,-77.1,160.44656712498528
96.0,90.0,13.52,-76.54,-129.11046644439725
96.0,90.0,13.84,-82.72,-14.968185253119444
96.0,90.0,14.16,-70.7,50.69987921261928
96.0,90.0,14.48,-77.87,-120.17670875557307
96.0,90.0,14.8,-79.22,166.62778903535732
96.0,90.0,15.12,-76.55,105.2003355760461
96.0,90.0,15.44,-71.61,-161.63027552943353
96.0,90.0,15.76,-101.65,-45.798082344220404
96.0,90.0,16.08,-83.03,-141.46874591384574
96.0,90.0,16.4,-75.44,29.62936286085173
96.0,90.0,16.72,-73.85,72.8958552513363
96.0,90.0,17.04,-70.97,126.56704759451392
96.0,90.0,17.36,-72.29,-154.0538702281897
96.0,90.0,17.68,-74.4,124.61454110003405
96.0,90.0,18.0,-73.16,-168.72552176127124
97.0,90.0,2.0,-39.91,-5.053059947068655
97.0,90.0,2.32,-41.1,13.660539285832309
97.0,90.0,2.64,-54.04,162.55837124286242
97.0,90.0,2.96,-41.72,147.23084509924007
97.0,90.0,3.28,-46.75,169.47850579086068
97.0,90.0,3.6,-59.11,7.088252556546516
97.0,90.0,3.92,-50.92,142.02613284016275
97.0,90.0,4.24,-52.3,-129.21620592517064
97.0,90.0,4.56,-54.82,-127.02655431755753
97.0,90.0,4.88,-57.77,66.04137952191502
97.0,90.0,5.2,-57.43,30.582084322702535
97.0,90.0,5.52,-49.35,45.470257681747135
97.0,90.0,5.84,-50.74,-87.50785689317516
97.0,90.0,6.16,-57.44,-56.348758485992306
97.0,90.0,6.48,-58.73,-46.667330728068926
97.0,90.0,6.8,-66.21,-141.99198453247612
97.0,90.0,7.12,-59.94,-153.43336464828465
97.0,90.0,7.44,-55.87,-154.77474765399066
97.0,90.0,7.76,-64.63,60.59473859680025
97.0,90.0,8.08,-67.71,-167.77347820029215
97.0,90.0,8.4,-61.46,118.79340843312364
97.0,90.0,8.72,-64.61,-138.91543853966613
97.0,90.0,9.04,-68.47,-65.23402685164119
97.0,90.0,9.36,-79.66,-170.97430176710213
97.0,90.0,9.68,-58.83,126.42655606497718
97.0,90.0,10.0,-77.44,72.42051089486066
97.0,90.0,10.32,-76.44,-156.68419912130724
97.0,90.0,10.64,-80.94,-17.406250785782373
97.0,90.0,10.96,-66.6,31.82052444212552
97.0,90.0,11.28,-73.27,99.88655592634913
97.0,90.0,11.6,-73.15,-111.26003153352246
97.0,90.0,11.92,-71.32,-81.25767914560305
97.0,90.0,12.24,-72.85,-151.24983925694323
97.0,90.0,12.56,-72.0,97.41932954689874
97.0,90.0,12.88,-75.51,27.89819608144731
97.0,90.0,13.2,-74.2,174.92719186379873
97.0,90.0,13.52,-74.31,-147.4169441393831
97.0,90.0,13.84,-79.02,140.7907250526339
97.0,90.0,14.16,-73.27,-98.03196424389692
97.0,90.0,14.48,-85.02,9.823345360917067
97.0,90.0,14.8,-75.35,85.77548792328344
97.0,90.0,15.12,-71.72,130.18860305215347
97.0,90.0,15.44,-73.25,-125.96752519159156
97.0,90.0,15.76,-91.42,-10.967782820523402
97.0,90.0,16.08,-90.12,-130.72655420653183
97.0,90.0,16.4,-74.11,55.43210000337413
97.0,90.0,16.72,-73.21,110.01027281726633
97.0,90.0,17.04,-71.03,149.27726055776125
97.0,90.0,17.36,-77.36,123.8298442174691
97.0,90.0,17.68,-78.02,123.94698016103791
97.0,90.0,18.0,-75.85,56.23438589365322
98.0,90.0,2.0,-39.99,-13.778735391719291
98.0,90.0,2.32,-41.68,7.5328184834407255
98.0,90.0,2.64,-59.1,125.01287290148048
98.0,90.0,2.96,-41.08,136.10730415725695
98.0,90.0,3.28,-45.93,171.80127689308736
98.0,90.0,3.6,-61.81,-28.89823945244177
98.0,90.0,3.92,-53.03,159.70780010496577
98.0,90.0,4.24,-52.79,-133.15898532022078
98.0,90.0,4.56,-55.64,-163.368903686337
98.0,90.0,4.88,-60.77,71.74659674877128
98.0,90.0,5.2,-57.32,15.412197172405907
98.0,90.0,5.52,-48.44,56.59366723316062
98.0,90.0,5.84,-50.97,-79.59398594852075
98.0,90.0,6.16,-56.63,-67.27834259324042
98.0,90.0,6.48,-59.89,-51.67611785363569
98.0,90.0,6.8,-70.67,-90.2272053619252
98.0,90.0,7.12,-63.67,-153.45537913197614
98.0,90.0,7.44,-55.93,-155.5329239271708
98.0,90.0,7.76,-76.05,112.83297067076953
98.0,90.0,8.08,-65.45,-86.13096758499945
98.0,90.0,8.4,-58.16,104.58037070074154
98.0,90.0,8.72,-64.28,-142.68517807231925
98.0,90.0,9.04,-64.69,-101.47724238197328
98.0,90.0,9.36,-66.35,-0.8103291651569634
98.0,90.0,9.68,-61.71,123.59060991060892
98.0,90.0,10.0,-69.45,59.65569422997809
98.0,90.0,10.32,-73.27,142.00888718188216
98.0,90.0,10.64,-70.75,-91.75383810578971
98.0,90.0,10.96,-74.99,82.72212498562166
98.0,90.0,11.28,-69.89,104.33077487721471
98.0,90.0,11.6,-76.33,129.5156329585483
98.0,90.0,11.92,-79.4,168.38287835724088
98.0,90.0,12.24,-67.89,-144.37943908751978
98.0,90.0,12.56,-78.26,-152.77861475140907
98.0,90.0,12.88,-72.81,50.728798015829874
98.0,90.0,13.2,-82.08,162.99675346618787
98.0,90.0,13.52,-74.16,-169.02597133525103
98.0,90.0,13.84,-77.08,-151.42397008395508
98.0,90.0,14.16,-76.06,-81.98716885668208
98.0,90.0,14.48,-76.03,-138.12566199769017
98.0,90.0,14.8,-76.92,-23.144695075083828
98.0,90.0,15.12,-76.84,146.4124797238962
98.0,90.0,15.44,-75.47,179.19005760344444
98.0,90.0,15.76,-89.48,-133.00410439206868
98.0,90.0,16.08,-71.5,-106.55495709178714
98.0,90.0,16.4,-72.74,137.82345124958442
98.0,90.0,16.72,-91.28,-20.787224173781237
98.0,90.0,17.04,-72.08,-170.43529838624903
98.0,90.0,17.36,-78.02,135.60337199660202
98.0,90.0,17.68,-69.62,91.47328284742717
98.0,90.0,18.0,-76.41,116.4735681329439
99.0,90.0,2.0,-40.04,-23.503434817388158
99.0,90.0,2.32,-42.3,2.88281377115901
99.0,90.0,2.64,-57.52,93.96921464352295
99.0,90.0,2.96,-40.29,125.69535219643227
99.0,90.0,3.28,-45.12,173.71537805132922
99.0,90.0,3.6,-64.54,-63.43855026781529
99.0,90.0,3.92,-53.93,-163.32922696619815
99.0,90.0,4.24,-54.98,-149.9284727106426
99.0,90.0,4.56,-53.95,173.00247994427755
99.0,90.0,4.88,-68.5,85.93574609675392
99.0,90.0,5.2,-56.02,12.418741565946501
99.0,90.0,5.52,-48.41,60.08140959909841
99.0,90.0,5.84,-51.3,-79.08212100726209
99.0,90.0,6.16,-55.97,-74.5478165304242
99.0,90.0,6.48,-61.16,-53.117433708066784
99.0,90.0,6.8,-65.09,-64.98400374227376
99.0,90.0,7.12,-73.77,-138.62584215699113
99.0,90.0,7.44,-55.23,-148.74417195738806
99.0,90.0,7.76,-72.51,-159.45506933429687
99.0,90.0,8.08,-61.64,-82.91407608193478
99.0,90.0,8.4,-58.17,111.8118081073829
99.0,90.0,8.72,-73.92,-173.7110433693032
99.0,90.0,9.04,-63.75,-140.07034215097357
99.0,90.0,9.36,-69.95,6.1529452531072035
99.0,90.0,9.68,-63.2,121.96510136183412
99.0,90.0,10.0,-72.86,24.55159030612289
99.0,90.0,10.32,-72.14,178.13276722036474
99.0,90.0,10.64,-81.36,135.56500807446577
99.0,90.0,10.96,-80.21,158.5358231736476
99.0,90.0,11.28,-78.71,28.632183986470196
99.0,90.0,11.6,-70.86,90.18056274327319
99.0,90.0,11.92,-75.43,131.09388741689742
99.0,90.0,12.24,-82.88,-162.1143787221056
99.0,90.0,12.56,-74.77,-8.61191696757141
99.0,90.0,12.88,-76.13,-14.767253855795106
99.0,90.0,13.2,-86.79,-67.50743525250142
99.0,90.0,13.52,-73.07,166.79275470782397
99.0,90.0,13.84,-71.2,152.69128854163793
99.0,90.0,14.16,-69.43,-49.27017473866655
99.0,90.0,14.48,-80.36,129.63801879952024
99.0,90.0,14.8,-69.29,-77.78408725227945
99.0,90.0,15.12,-80.12,153.14397091443035
99.0,90.0,15.44,-65.94,141.7576149987794
99.0,90.0,15.76,-74.61,-150.91126092100822
99.0,90.0,16.08,-80.96,30.112880862486737
99.0,90.0,16.4,-76.18,172.50600064553015
99.0,90.0,16.72,-73.3,-179.29464168067156
99.0,90.0,17.04,-73.92,-109.54704213650574
99.0,90.0,17.36,-75.58,31.43253660151586
99.0,90.0,17.68,-88.81,-70.1120488674584
99.0,90.0,18.0,-77.54,-129.4919990959623
100.0,90.0,2.0,-39.58,-29.829076361757963
100.0,90.0,2.32,-42.98,-2.8107979107854506
100.0,90.0,2.64,-56.36,58.56454592249551
100.0,90.0,2.96,-39.66,115.28074731852165
100.0,90.0,3.28,-44.57,173.971336380923
100.0,90.0,3.6,-70.21,-87.19132435896148
100.0,90.0,3.92,-52.05,-137.3165040680542
100.0,90.0,4.24,-55.74,-161.3184860931757
100.0,90.0,4.56,-51.28,151.00816399931423
100.0,90.0,4.88,-64.29,-176.6372880685892
100.0,90.0,5.2,-55.17,6.636015545489943
100.0,90.0,5.52,-48.77,64.77577407260307
100.0,90.0,5.84,-53.3,-75.86809250668645
100.0,90.0,6.16,-58.03,-94.6135144140233
100.0,90.0,6.48,-63.78,-47.64186590493942
100.0,90.0,6.8,-64.8,-46.792149136865355
