# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":2.0,"stop_ghz":18.0,"points":51,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-55.0,-15.0],"do_not_modify_vna":false},"created_local":"2026-04-15 14:29:37","created_utc":"2026-04-15T18:29:37.172108Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB),Phase (deg)
113.0,90.0,13.84,-78.36,113.25043119586518
113.0,90.0,14.16,-73.76,-89.99269248383914
113.0,90.0,14.48,-75.98,62.55319730505489
113.0,90.0,14.8,-75.7,83.39806939903764
113.0,90.0,15.12,-76.16,162.56081612440025
113.0,90.0,15.44,-86.25,-145.84140836034382
113.0,90.0,15.76,-79.21,-97.04179564276151
113.0,90.0,16.08,-71.09,6.286887720869023
113.0,90.0,16.4,-76.02,-168.91646210976072
113.0,90.0,16.72,-75.02,125.85403736784761
113.0,90.0,17.04,-71.6,-4.818321004802347
113.0,90.0,17.36,-81.48,162.50572204952275
113.0,90.0,17.68,-72.56,21.904103965454112
113.0,90.0,18.0,-73.79,-96.07343048717578
114.0,90.0,2.0,-49.03,15.423999547626257
114.0,90.0,2.32,-45.2,-38.60074968999896
114.0,90.0,2.64,-47.65,-37.80713163038222
114.0,90.0,2.96,-42.84,-49.60206015011917
114.0,90.0,3.28,-44.17,55.64378225792043
114.0,90.0,3.6,-46.95,111.45989402163478
114.0,90.0,3.92,-47.23,-156.50818367966892
114.0,90.0,4.24,-53.52,-80.06909731616963
114.0,90.0,4.56,-58.76,140.19572255232225
114.0,90.0,4.88,-60.22,90.12332830459471
114.0,90.0,5.2,-49.05,-127.2816929858348
114.0,90.0,5.52,-51.77,-81.20322785686415
114.0,90.0,5.84,-65.89,54.815314049612255
114.0,90.0,6.16,-51.3,112.05206714925254
114.0,90.0,6.48,-60.09,113.48095555743056
114.0,90.0,6.8,-60.71,-134.56447874879865
114.0,90.0,7.12,-56.89,-64.70432069272887
114.0,90.0,7.44,-58.69,-173.33738697999974
114.0,90.0,7.76,-63.92,-161.31342167374987
114.0,90.0,8.08,-60.21,-92.27017351952854
114.0,90.0,8.4,-61.94,3.12636053796494
114.0,90.0,8.72,-65.74,57.09509403029933
114.0,90.0,9.04,-65.14,121.92191720534994
114.0,90.0,9.36,-64.36,-105.43933824449427
114.0,90.0,9.68,-75.78,-54.47814417526454
114.0,90.0,10.0,-74.54,28.01441510002963
114.0,90.0,10.32,-69.86,109.48673976625567
114.0,90.0,10.64,-70.09,137.08672976371327
114.0,90.0,10.96,-68.52,-3.6301717741392476
114.0,90.0,11.28,-68.41,53.391758576270774
114.0,90.0,11.6,-68.91,94.84070883091177
114.0,90.0,11.92,-69.61,177.6748003971712
114.0,90.0,12.24,-73.39,-114.83587388343926
114.0,90.0,12.56,-72.81,17.97379899928666
114.0,90.0,12.88,-79.36,-137.32735497850334
114.0,90.0,13.2,-79.12,103.77094350310803
114.0,90.0,13.52,-71.84,152.2982432300939
114.0,90.0,13.84,-87.96,54.09939683913348
114.0,90.0,14.16,-74.36,-118.66598626076309
114.0,90.0,14.48,-78.89,-117.77940105657746
114.0,90.0,14.8,-79.37,166.12625311486676
114.0,90.0,15.12,-75.98,110.62780361094617
114.0,90.0,15.44,-72.79,-143.5325425393465
114.0,90.0,15.76,-78.63,168.0326793773729
114.0,90.0,16.08,-70.63,58.465090503498395
114.0,90.0,16.4,-71.9,117.81861066854705
114.0,90.0,16.72,-76.99,138.33284490004993
114.0,90.0,17.04,-72.65,110.43410487507845
114.0,90.0,17.36,-81.51,154.37336118464447
114.0,90.0,17.68,-71.93,127.9767399481573
114.0,90.0,18.0,-80.02,-35.252129744662184
115.0,90.0,2.0,-51.85,-11.32736869757743
115.0,90.0,2.32,-46.4,-50.278211014666276
115.0,90.0,2.64,-47.26,-47.82877488791877
115.0,90.0,2.96,-40.61,-59.49287492951345
115.0,90.0,3.28,-44.82,56.8342171335414
115.0,90.0,3.6,-46.74,111.77381213134913
115.0,90.0,3.92,-47.52,-156.37853657850624
115.0,90.0,4.24,-53.49,-78.76127686266538
115.0,90.0,4.56,-55.63,128.10168864249556
115.0,90.0,4.88,-56.77,115.34923326194053
115.0,90.0,5.2,-47.87,-130.72935057683483
115.0,90.0,5.52,-50.67,-76.30358258217285
115.0,90.0,5.84,-61.0,14.738827948568913
115.0,90.0,6.16,-50.78,104.98746818169225
115.0,90.0,6.48,-58.61,86.63756479773153
115.0,90.0,6.8,-63.52,-100.37927329672793
115.0,90.0,7.12,-60.74,-63.609334110936516
115.0,90.0,7.44,-60.68,-160.85060719391257
115.0,90.0,7.76,-63.61,-160.00900795605784
115.0,90.0,8.08,-59.53,-81.70631529118732
115.0,90.0,8.4,-60.89,4.247117387640222
115.0,90.0,8.72,-64.73,35.297048523833325
115.0,90.0,9.04,-63.25,115.3784695795044
115.0,90.0,9.36,-68.26,-81.42520261341187
115.0,90.0,9.68,-67.92,-35.316736538136325
115.0,90.0,10.0,-65.53,38.6728859668047
115.0,90.0,10.32,-71.27,164.5970658838697
115.0,90.0,10.64,-68.72,170.25476768920208
115.0,90.0,10.96,-71.09,-32.23645779712055
115.0,90.0,11.28,-70.26,55.75488722854901
115.0,90.0,11.6,-71.98,142.18226411136237
115.0,90.0,11.92,-67.57,157.70055108209053
115.0,90.0,12.24,-76.76,-179.63924732600276
115.0,90.0,12.56,-69.93,22.510764554008016
115.0,90.0,12.88,-76.97,-17.34473840844049
115.0,90.0,13.2,-70.86,158.35075256665422
115.0,90.0,13.52,-71.49,158.6830157443354
115.0,90.0,13.84,-75.33,86.61543117516972
115.0,90.0,14.16,-66.82,-49.90055357587719
115.0,90.0,14.48,-73.76,-96.77872908752414
115.0,90.0,14.8,-79.14,-127.02664031807639
115.0,90.0,15.12,-71.65,93.44035718846239
115.0,90.0,15.44,-75.31,125.74220182232902
115.0,90.0,15.76,-72.22,-129.6690014016606
115.0,90.0,16.08,-77.36,-48.00223713739503
115.0,90.0,16.4,-76.6,65.77305824435507
115.0,90.0,16.72,-76.69,112.37994625480493
115.0,90.0,17.04,-78.65,-172.55003108666008
115.0,90.0,17.36,-78.06,-167.89583545472462
115.0,90.0,17.68,-82.36,-160.60156119510214
115.0,90.0,18.0,-80.21,116.03935493748419
116.0,90.0,2.0,-52.51,-32.9071565756741
116.0,90.0,2.32,-47.93,-68.50003421868662
116.0,90.0,2.64,-47.16,-57.012059705229554
116.0,90.0,2.96,-38.5,-64.7961207252579
116.0,90.0,3.28,-46.01,57.7272729467143
116.0,90.0,3.6,-47.69,110.81657331486909
116.0,90.0,3.92,-48.44,-155.15881241625436
116.0,90.0,4.24,-52.63,-71.06280704397369
116.0,90.0,4.56,-54.22,111.37098518911671
116.0,90.0,4.88,-54.07,116.63625716523305
116.0,90.0,5.2,-46.75,-137.74896589035845
116.0,90.0,5.52,-49.56,-77.82162225539885
116.0,90.0,5.84,-60.34,8.61005211117988
116.0,90.0,6.16,-50.91,95.83872691338169
116.0,90.0,6.48,-58.72,72.66978024674529
116.0,90.0,6.8,-63.35,-55.86082635829537
116.0,90.0,7.12,-70.59,4.010101022207635
116.0,90.0,7.44,-63.43,-168.34157169141514
116.0,90.0,7.76,-63.51,160.55021815500095
116.0,90.0,8.08,-62.85,-99.37571341293201
116.0,90.0,8.4,-64.95,3.232058505900131
116.0,90.0,8.72,-63.7,19.063636538140056
116.0,90.0,9.04,-61.56,128.7797173351363
116.0,90.0,9.36,-66.52,-102.13574357199263
116.0,90.0,9.68,-66.53,-66.68276275478618
116.0,90.0,10.0,-63.73,85.48600136409497
116.0,90.0,10.32,-71.05,136.74841239662504
116.0,90.0,10.64,-69.09,165.91465632024605
116.0,90.0,10.96,-66.02,-40.432739178313184
116.0,90.0,11.28,-71.41,31.716668020077833
116.0,90.0,11.6,-73.82,-167.98798087219055
116.0,90.0,11.92,-71.74,-167.32441207584264
116.0,90.0,12.24,-84.37,-150.23002114659684
116.0,90.0,12.56,-82.52,45.792651316115034
116.0,90.0,12.88,-82.45,101.04842250082169
116.0,90.0,13.2,-75.41,-153.44733876320532
116.0,90.0,13.52,-82.42,-123.71494920428923
116.0,90.0,13.84,-75.28,-79.39345319804396
116.0,90.0,14.16,-75.8,-48.9414132110356
116.0,90.0,14.48,-74.44,67.75063485262449
116.0,90.0,14.8,-79.43,174.87030060084416
116.0,90.0,15.12,-73.64,129.01243758383958
116.0,90.0,15.44,-74.89,-153.62057363388124
116.0,90.0,15.76,-77.11,-149.80489501636205
116.0,90.0,16.08,-85.57,30.70014990367096
116.0,90.0,16.4,-70.14,121.61863249073872
116.0,90.0,16.72,-72.19,85.64590028050284
116.0,90.0,17.04,-90.4,167.0927006459328
116.0,90.0,17.36,-86.42,-93.44378536105745
116.0,90.0,17.68,-85.37,143.410259455813
116.0,90.0,18.0,-76.65,-146.2293607374436
117.0,90.0,2.0,-51.69,-54.57148743743213
117.0,90.0,2.32,-48.83,-87.0753913312527
117.0,90.0,2.64,-47.1,-67.4645634778589
117.0,90.0,2.96,-36.74,-69.05100126103942
117.0,90.0,3.28,-47.33,62.92836608019975
117.0,90.0,3.6,-47.99,113.53524110919584
117.0,90.0,3.92,-49.18,-150.91972622362266
117.0,90.0,4.24,-52.42,-56.59487072705146
117.0,90.0,4.56,-52.94,85.94519002450315
117.0,90.0,4.88,-51.78,116.45267334374564
117.0,90.0,5.2,-46.53,-144.42815267176712
117.0,90.0,5.52,-48.42,-80.01887616939217
117.0,90.0,5.84,-57.06,4.196112006097479
117.0,90.0,6.16,-50.96,85.66031269137817
117.0,90.0,6.48,-58.64,55.44824431329606
117.0,90.0,6.8,-61.84,-53.46536671352339
117.0,90.0,7.12,-64.17,72.80312456035482
117.0,90.0,7.44,-66.24,163.1253982665454
117.0,90.0,7.76,-62.33,155.40591567900012
117.0,90.0,8.08,-72.85,-161.45880407261373
117.0,90.0,8.4,-61.36,-22.436557572172035
117.0,90.0,8.72,-64.65,38.233009522697316
117.0,90.0,9.04,-62.9,120.94211288374504
117.0,90.0,9.36,-71.99,-144.01411619903703
117.0,90.0,9.68,-69.38,-77.45192061677906
117.0,90.0,10.0,-65.24,79.09071830951164
117.0,90.0,10.32,-70.14,164.6782683949162
117.0,90.0,10.64,-71.4,-176.69354517294494
117.0,90.0,10.96,-66.39,-67.3219489985936
117.0,90.0,11.28,-70.29,52.00429976341604
117.0,90.0,11.6,-73.55,163.74164926432638
117.0,90.0,11.92,-71.57,-168.93825222572696
117.0,90.0,12.24,-80.58,-110.2997849922059
117.0,90.0,12.56,-75.39,-30.617588999647275
117.0,90.0,12.88,-76.66,86.75830003512664
117.0,90.0,13.2,-74.94,-158.85980546776065
117.0,90.0,13.52,-83.23,-72.4031941523735
117.0,90.0,13.84,-71.76,-133.71137548450966
117.0,90.0,14.16,-74.46,-59.03761005471245
117.0,90.0,14.48,-77.93,-87.26192683684374
117.0,90.0,14.8,-104.27,152.90259684474776
117.0,90.0,15.12,-80.63,32.662212370170444
117.0,90.0,15.44,-84.73,117.17776551258729
117.0,90.0,15.76,-78.07,164.55241000671575
117.0,90.0,16.08,-78.42,-34.05510514623707
117.0,90.0,16.4,-70.52,110.81582760364795
117.0,90.0,16.72,-78.69,97.27908642912031
117.0,90.0,17.04,-76.4,61.45413366671726
117.0,90.0,17.36,-81.24,-48.15922326678258
117.0,90.0,17.68,-76.74,65.04955535235983
117.0,90.0,18.0,-75.19,-63.108385698383735
118.0,90.0,2.0,-51.6,-73.3764692348157
118.0,90.0,2.32,-48.1,-106.17424004451382
118.0,90.0,2.64,-46.86,-74.30743739182381
118.0,90.0,2.96,-35.32,-71.0084610449449
118.0,90.0,3.28,-50.22,64.62500430893581
118.0,90.0,3.6,-49.23,121.03842771405903
118.0,90.0,3.92,-49.71,-140.67825508973579
118.0,90.0,4.24,-50.83,-48.71055105781731
118.0,90.0,4.56,-51.48,62.41736655926661
118.0,90.0,4.88,-49.62,116.65399649919551
118.0,90.0,5.2,-46.88,-150.43578233180347
118.0,90.0,5.52,-47.38,-82.56241213997396
118.0,90.0,5.84,-55.2,-1.5146070870330552
118.0,90.0,6.16,-50.34,78.57690864201703
118.0,90.0,6.48,-60.09,53.32749424254031
118.0,90.0,6.8,-61.98,-22.918352549650457
118.0,90.0,7.12,-61.02,78.0213565441027
118.0,90.0,7.44,-63.39,117.77116093771127
118.0,90.0,7.76,-59.98,152.31909420544392
118.0,90.0,8.08,-66.55,128.4061803576218
118.0,90.0,8.4,-61.21,-39.8683137120929
118.0,90.0,8.72,-62.94,59.110869077351026
118.0,90.0,9.04,-65.36,129.73958013019342
118.0,90.0,9.36,-63.18,-134.0622297675826
118.0,90.0,9.68,-71.43,-89.49599015530937
118.0,90.0,10.0,-75.01,98.05337681485285
118.0,90.0,10.32,-69.67,-179.0457599161017
118.0,90.0,10.64,-73.24,140.249793815662
118.0,90.0,10.96,-66.06,-66.13027003105302
118.0,90.0,11.28,-81.91,26.475794355815683
118.0,90.0,11.6,-69.26,89.8276536405574
118.0,90.0,11.92,-69.13,-138.4324698776033
118.0,90.0,12.24,-73.71,-110.38090667063885
118.0,90.0,12.56,-70.87,-34.84418680932092
118.0,90.0,12.88,-81.36,1.8065503155867244
118.0,90.0,13.2,-71.66,100.22061758894061
118.0,90.0,13.52,-69.92,-174.82383314728796
118.0,90.0,13.84,-85.72,45.924566292739605
118.0,90.0,14.16,-74.83,-141.2412959015641
118.0,90.0,14.48,-76.42,-158.67006808271677
118.0,90.0,14.8,-77.44,-24.512839196335644
118.0,90.0,15.12,-77.92,161.1835685571781
118.0,90.0,15.44,-95.71,134.03559952982522
118.0,90.0,15.76,-78.27,-18.907614377956822
118.0,90.0,16.08,-78.53,81.69966809137563
118.0,90.0,16.4,-71.28,24.839042584361206
118.0,90.0,16.72,-88.79,-15.837126311237311
118.0,90.0,17.04,-74.4,122.09509087834148
118.0,90.0,17.36,-72.04,112.31121389878834
118.0,90.0,17.68,-81.54,-173.1449699090364
118.0,90.0,18.0,-76.88,79.98304140135457
119.0,90.0,2.0,-48.8,-76.90393873080689
119.0,90.0,2.32,-47.34,-121.28272184308467
119.0,90.0,2.64,-46.88,-80.23770813693152
119.0,90.0,2.96,-34.47,-73.40095878648614
119.0,90.0,3.28,-55.42,61.14597220737286
119.0,90.0,3.6,-50.58,136.2673612002486
119.0,90.0,3.92,-50.09,-130.69066497558956
119.0,90.0,4.24,-48.27,-38.21899126061875
119.0,90.0,4.56,-48.4,39.26646180863346
119.0,90.0,4.88,-47.76,116.06415532113004
119.0,90.0,5.2,-47.61,-159.20631824762006
119.0,90.0,5.52,-47.07,-82.9270901127863
119.0,90.0,5.84,-54.69,-0.19957288481796248
119.0,90.0,6.16,-49.71,74.31541796498912
119.0,90.0,6.48,-62.27,52.74828826148846
119.0,90.0,6.8,-62.26,-28.034947113946743
119.0,90.0,7.12,-63.31,84.01262653940704
119.0,90.0,7.44,-58.8,123.45948992527137
119.0,90.0,7.76,-59.13,162.152056063293
119.0,90.0,8.08,-63.88,137.72864881999266
119.0,90.0,8.4,-62.47,-44.338839652432654
119.0,90.0,8.72,-64.08,91.65460826859155
119.0,90.0,9.04,-76.53,-179.65090232112635
119.0,90.0,9.36,-61.33,-121.96787320513016
119.0,90.0,9.68,-65.81,-118.65629598834433
119.0,90.0,10.0,-69.62,42.112572364817765
119.0,90.0,10.32,-68.98,176.96375752100292
119.0,90.0,10.64,-89.35,-88.09890405930753
119.0,90.0,10.96,-65.13,-82.55463669784196
119.0,90.0,11.28,-71.69,92.70953007240732
119.0,90.0,11.6,-68.22,82.07405428879488
119.0,90.0,11.92,-74.29,-120.50440953356858
119.0,90.0,12.24,-76.57,-21.910265821313992
119.0,90.0,12.56,-75.52,-85.01357525933938
119.0,90.0,12.88,-75.81,121.32480888450736
119.0,90.0,13.2,-75.27,85.3976720154593
119.0,90.0,13.52,-75.19,-120.96965074126203
119.0,90.0,13.84,-81.11,-177.88865994499997
119.0,90.0,14.16,-74.94,-152.10697549116537
119.0,90.0,14.48,-79.41,99.13671596538796
119.0,90.0,14.8,-81.09,95.06328449773534
119.0,90.0,15.12,-74.36,161.42559831565606
119.0,90.0,15.44,-78.61,-42.9266504940705
119.0,90.0,15.76,-77.78,-0.9632613312430897
119.0,90.0,16.08,-80.08,55.99537044013261
119.0,90.0,16.4,-75.71,84.31685852591316
119.0,90.0,16.72,-77.16,98.69427130075486
119.0,90.0,17.04,-75.15,124.83498282405635
119.0,90.0,17.36,-86.57,6.0497458249363785
119.0,90.0,17.68,-80.42,142.98593478232334
119.0,90.0,18.0,-81.62,60.888795347893826
120.0,90.0,2.0,-50.89,-77.54804515273756
120.0,90.0,2.32,-46.02,-130.72485149938055
120.0,90.0,2.64,-47.44,-85.53762105874753
120.0,90.0,2.96,-33.84,-72.55808405824432
120.0,90.0,3.28,-72.91,78.26691680163526
120.0,90.0,3.6,-51.31,151.30860465440912
120.0,90.0,3.92,-49.68,-117.62144592601743
120.0,90.0,4.24,-46.73,-32.72268161718362
120.0,90.0,4.56,-45.27,23.56311426764525
120.0,90.0,4.88,-46.36,110.07414154654087
120.0,90.0,5.2,-48.79,179.44285554122453
120.0,90.0,5.52,-46.89,-86.30841402375272
120.0,90.0,5.84,-54.86,-3.4539234601759112
120.0,90.0,6.16,-50.42,72.36558802825398
120.0,90.0,6.48,-68.9,97.64346392614118
120.0,90.0,6.8,-65.08,-64.62272172743532
120.0,90.0,7.12,-66.05,47.0926822093082
120.0,90.0,7.44,-56.74,123.88394232610496
120.0,90.0,7.76,-64.57,163.65072967988752
120.0,90.0,8.08,-61.32,151.43320622706534
120.0,90.0,8.4,-65.92,-93.35087430578022
120.0,90.0,8.72,-67.54,109.93228542764895
120.0,90.0,9.04,-76.16,-178.86759576673717
120.0,90.0,9.36,-62.91,-104.07132472373293
120.0,90.0,9.68,-66.74,-90.89510047680031
120.0,90.0,10.0,-63.33,23.165864429885165
120.0,90.0,10.32,-71.74,-172.75507130266269
120.0,90.0,10.64,-75.86,-69.76543937855934
120.0,90.0,10.96,-67.65,-71.76598234335636
120.0,90.0,11.28,-67.72,63.37266352984799
120.0,90.0,11.6,-65.72,83.17349795988882
120.0,90.0,11.92,-73.68,-161.59421944938515
120.0,90.0,12.24,-82.73,-118.07367195536335
120.0,90.0,12.56,-81.4,77.78661079803464
120.0,90.0,12.88,-80.92,169.58263927885776
120.0,90.0,13.2,-74.01,73.35142653229941
120.0,90.0,13.52,-73.02,133.9233480054971
120.0,90.0,13.84,-73.15,73.31358930277872
120.0,90.0,14.16,-69.82,-91.24678341978543
120.0,90.0,14.48,-86.03,164.02424261475596
120.0,90.0,14.8,-99.79,-111.63213153816628
120.0,90.0,15.12,-69.53,-122.45255434658641
120.0,90.0,15.44,-83.76,-9.554245091665633
120.0,90.0,15.76,-73.98,-93.4795885863623
120.0,90.0,16.08,-75.19,-40.98757882116238
120.0,90.0,16.4,-84.42,-11.579268809864088
120.0,90.0,16.72,-68.39,-48.576751513830345
120.0,90.0,17.04,-87.43,-60.897519583612336
120.0,90.0,17.36,-69.07,176.96718395334318
120.0,90.0,17.68,-77.05,10.455316083888517
120.0,90.0,18.0,-71.36,165.12956599371637
121.0,90.0,2.0,-52.74,-72.71358862886963
121.0,90.0,2.32,-45.47,-133.89966134899265
121.0,90.0,2.64,-47.39,-92.28723898351232
121.0,90.0,2.96,-33.59,-71.87082425834349
121.0,90.0,3.28,-64.28,-90.7365030269905
121.0,90.0,3.6,-50.48,165.65940819459163
121.0,90.0,3.92,-49.62,-116.71376293880888
121.0,90.0,4.24,-45.43,-32.194843318035794
121.0,90.0,4.56,-43.18,12.883420392839554
121.0,90.0,4.88,-45.64,106.783332533227
121.0,90.0,5.2,-49.62,159.7954811891679
121.0,90.0,5.52,-46.96,-88.01961987006432
121.0,90.0,5.84,-55.49,-8.314939768656902
121.0,90.0,6.16,-51.43,76.21727673198346
121.0,90.0,6.48,-66.75,-167.12541603914613
121.0,90.0,6.8,-59.36,-96.89490688952012
121.0,90.0,7.12,-65.8,-4.92960390062739
121.0,90.0,7.44,-56.06,136.41288146935852
121.0,90.0,7.76,-71.43,-154.98296424096418
121.0,90.0,8.08,-61.81,178.48959816680266
121.0,90.0,8.4,-67.14,-99.15778152384898
121.0,90.0,8.72,-71.49,88.84978612225905
121.0,90.0,9.04,-74.75,-166.84811882602241
121.0,90.0,9.36,-71.1,-103.88421873349124
121.0,90.0,9.68,-65.1,-101.7688886978606
121.0,90.0,10.0,-61.95,44.43744405703155
121.0,90.0,10.32,-75.67,-175.13560497513967
121.0,90.0,10.64,-74.24,159.11361979541311
121.0,90.0,10.96,-80.24,24.42243122819271
121.0,90.0,11.28,-71.49,52.088254176761666
121.0,90.0,11.6,-77.93,89.18883678437265
121.0,90.0,11.92,-70.17,179.67852012731254
121.0,90.0,12.24,-94.22,52.70640082681711
121.0,90.0,12.56,-71.47,12.407125852346098
121.0,90.0,12.88,-70.43,72.95702454015661
121.0,90.0,13.2,-76.8,23.50978179521431
121.0,90.0,13.52,-74.93,160.11393835417064
121.0,90.0,13.84,-77.42,156.90799394703265
121.0,90.0,14.16,-81.19,-87.04295142349083
121.0,90.0,14.48,-82.43,38.97948993023338
121.0,90.0,14.8,-70.54,155.78445575125673
121.0,90.0,15.12,-71.73,135.02873858746298
121.0,90.0,15.44,-77.74,-165.54255276073667
121.0,90.0,15.76,-88.72,-147.4676214822501
121.0,90.0,16.08,-85.8,143.07305335402475
121.0,90.0,16.4,-79.41,52.24598670546039
121.0,90.0,16.72,-75.26,31.793486903232868
121.0,90.0,17.04,-79.23,121.14684971766637
121.0,90.0,17.36,-74.72,-176.53015738231585
121.0,90.0,17.68,-77.43,146.17037839184223
121.0,90.0,18.0,-95.61,-22.561202011298136
122.0,90.0,2.0,-55.49,-44.72353114937287
122.0,90.0,2.32,-44.8,-141.29484167646595
122.0,90.0,2.64,-48.25,-94.8777484181586
122.0,90.0,2.96,-33.56,-71.34759837675861
122.0,90.0,3.28,-54.79,-79.10886490340593
122.0,90.0,3.6,-49.59,176.8183710194798
122.0,90.0,3.92,-49.22,-115.56890199194386
122.0,90.0,4.24,-44.4,-28.46431310433355
122.0,90.0,4.56,-41.61,4.656229143160763
122.0,90.0,4.88,-45.4,104.10053853968937
122.0,90.0,5.2,-49.17,134.51818564135422
122.0,90.0,5.52,-47.53,-92.59912234485978
122.0,90.0,5.84,-57.43,-17.602610752595012
122.0,90.0,6.16,-54.07,76.47576999742967
122.0,90.0,6.48,-58.69,179.64171592884696
122.0,90.0,6.8,-58.42,-116.42101252722637
122.0,90.0,7.12,-59.22,-49.04217613032312
122.0,90.0,7.44,-57.54,147.6123471653023
122.0,90.0,7.76,-66.73,92.69113335541758
122.0,90.0,8.08,-65.95,-158.3345679573583
122.0,90.0,8.4,-67.73,-96.4715868949277
122.0,90.0,8.72,-71.57,12.56266779543145
122.0,90.0,9.04,-71.31,115.47079193435923
122.0,90.0,9.36,-68.8,-39.554758011068785
122.0,90.0,9.68,-69.63,-56.32263422492119
122.0,90.0,10.0,-62.03,86.75054588779427
122.0,90.0,10.32,-69.44,105.00594169625293
122.0,90.0,10.64,-75.98,124.09891408136573
122.0,90.0,10.96,-73.69,31.937747360375734
122.0,90.0,11.28,-82.03,20.743106347542902
122.0,90.0,11.6,-76.64,-179.460997733321
122.0,90.0,11.92,-70.66,-175.8594614107372
122.0,90.0,12.24,-71.72,-156.52163855932548
122.0,90.0,12.56,-72.99,21.807951010672404
122.0,90.0,12.88,-73.81,162.7296811140558
122.0,90.0,13.2,-75.86,36.51314467546109
122.0,90.0,13.52,-73.41,157.3705457953325
122.0,90.0,13.84,-75.09,134.28693641136672
122.0,90.0,14.16,-72.41,17.40215336611502
122.0,90.0,14.48,-85.99,-136.56559001189723
122.0,90.0,14.8,-73.28,-176.42378413259092
122.0,90.0,15.12,-77.27,173.48060390481032
122.0,90.0,15.44,-77.18,124.77746387305396
122.0,90.0,15.76,-70.5,-96.97475316263191
122.0,90.0,16.08,-83.18,163.5424615832492
122.0,90.0,16.4,-76.39,112.31393153111559
122.0,90.0,16.72,-76.58,84.10845583508993
122.0,90.0,17.04,-81.18,134.92692861221943
122.0,90.0,17.36,-73.57,105.2474691471874
122.0,90.0,17.68,-86.45,-12.831295908501325
122.0,90.0,18.0,-79.23,77.8495588195648
123.0,90.0,2.0,-57.75,-2.777190282206421
123.0,90.0,2.32,-44.49,-141.58166964554428
123.0,90.0,2.64,-49.51,-93.90795146396938
123.0,90.0,2.96,-33.91,-69.88481107899361
123.0,90.0,3.28,-51.5,-67.67706808591575
123.0,90.0,3.6,-49.05,-176.4594661905674
123.0,90.0,3.92,-48.71,-122.57635486601913
123.0,90.0,4.24,-43.36,-30.05208532841194
123.0,90.0,4.56,-40.25,-4.792832290567377
123.0,90.0,4.88,-45.59,98.13373714697047
123.0,90.0,5.2,-48.39,120.26433411079364
123.0,90.0,5.52,-48.8,-92.24742578952076
123.0,90.0,5.84,-60.29,-28.570257693311234
123.0,90.0,6.16,-54.67,72.32933793070154
123.0,90.0,6.48,-57.58,-177.34556797402612
123.0,90.0,6.8,-58.16,-112.24079682787733
123.0,90.0,7.12,-55.63,-44.64506515945049
123.0,90.0,7.44,-62.14,154.34631159932243
123.0,90.0,7.76,-60.44,68.41041739255796
123.0,90.0,8.08,-64.35,-104.63900435232833
123.0,90.0,8.4,-67.62,-114.3465266342177
123.0,90.0,8.72,-61.39,-4.167288084237721
123.0,90.0,9.04,-64.36,141.84708833384258
123.0,90.0,9.36,-70.93,124.4672222863695
123.0,90.0,9.68,-71.56,-53.03660120538544
123.0,90.0,10.0,-63.04,95.06339952444104
123.0,90.0,10.32,-69.26,103.32625525440552
123.0,90.0,10.64,-69.55,167.11699869407926
123.0,90.0,10.96,-74.3,-72.74329531397834
123.0,90.0,11.28,-68.66,12.985825762315267
123.0,90.0,11.6,-70.37,179.2307644075949
123.0,90.0,11.92,-91.88,-131.82531745767744
123.0,90.0,12.24,-73.32,178.49568817363632
123.0,90.0,12.56,-72.77,-15.870703724785528
123.0,90.0,12.88,-77.56,66.7477553063565
123.0,90.0,13.2,-78.44,56.213571936894134
123.0,90.0,13.52,-74.46,-151.36055769504338
123.0,90.0,13.84,-82.57,-95.65486220146005
123.0,90.0,14.16,-72.54,-140.21942232551567
123.0,90.0,14.48,-75.68,-141.5182958654714
123.0,90.0,14.8,-74.49,-133.45352696928003
123.0,90.0,15.12,-71.08,116.71119577165922
123.0,90.0,15.44,-75.73,-167.04260196573466
123.0,90.0,15.76,-78.1,155.0182167004699
123.0,90.0,16.08,-92.57,-100.53347208353084
123.0,90.0,16.4,-74.53,-157.23484125538965
123.0,90.0,16.72,-82.59,64.3250323845468
123.0,90.0,17.04,-74.89,143.83448240498717
123.0,90.0,17.36,-86.66,-18.475571262099297
123.0,90.0,17.68,-82.99,38.83789527796601
123.0,90.0,18.0,-80.32,-47.66778548358928
124.0,90.0,2.0,-54.02,35.80840297194725
124.0,90.0,2.32,-44.55,-140.77116313190234
124.0,90.0,2.64,-50.91,-92.49426909929367
124.0,90.0,2.96,-34.47,-68.0747798893738
124.0,90.0,3.28,-50.31,-56.630391004269505
124.0,90.0,3.6,-48.23,-174.57090802805303
124.0,90.0,3.92,-48.07,-127.44522128244455
124.0,90.0,4.24,-43.58,-30.45884466376349
124.0,90.0,4.56,-39.61,-12.724138292364168
124.0,90.0,4.88,-46.17,92.5337584217118
124.0,90.0,5.2,-48.07,110.08879292554467
